,,Count
62,Italiancontrolled,1
62,Libya,2
62,Britishcontrolled Egypt,1
62,British,2
62,Italians,1
62,Hitler,3
62,a few thousand,1
62,Luftwaffe,1
62,Erwin Rommel,1
62,65,1
62,Rommel,3
62,Tobruk,1
62,Egypt,1
62,the Soviet Union,1
62,the Middle East,1
62,Iraq,1
62,Persia,1
62,presentday,1
62,Iran,1
62,6667,1
62,the spring of 1942,1
62,Caucacus,1
62,Stalingrad,1
Soviet,Stalins,1
Soviet,63 Throughout 1941,1
Soviet,German,3
Soviet,3,1
Soviet,Army Group A Army Group B and Army Group C,1
Soviet,Ukraine,1
Soviet,Belarus,1
Soviet,Leningrad,1
Soviet,Saint Petersburg,1
Soviet,15 miles,1
Soviet,Moscow,5
Soviet,Georgy Zhukov,2
Soviet,64,2
Soviet,Mussolini,2
Soviet,North Africa,2
Soviet,Italiancontrolled,2
Soviet,Libya,4
Soviet,Britishcontrolled Egypt,2
Soviet,British,4
Soviet,Italians,2
Soviet,Hitler,6
Soviet,a few thousand,2
Soviet,Luftwaffe,2
Soviet,Erwin Rommel,2
Soviet,65,2
Soviet,Rommel,6
Soviet,Tobruk,2
Soviet,Egypt,2
Soviet,the Middle East,2
Soviet,Iraq,2
Soviet,Persia,2
Soviet,presentday,2
Soviet,Iran,2
Soviet,6667,2
Soviet,the spring of 1942,2
Soviet,Caucacus,2
Soviet,Stalingrad,2
Stalins,Germans,2
Stalins,63 Throughout 1941,1
Stalins,German,2
Stalins,3,1
Stalins,Army Group A Army Group B and Army Group C,1
Stalins,Ukraine,1
Stalins,Belarus,1
Stalins,Leningrad,1
Stalins,Saint Petersburg,1
Stalins,15 miles,1
Stalins,Moscow,3
Stalins,Stalin,1
Stalins,Georgy Zhukov,1
Stalins,64,1
Stalins,Mussolini,1
Stalins,North Africa,1
Stalins,Italiancontrolled,1
Stalins,Libya,2
Stalins,Britishcontrolled Egypt,1
Stalins,British,2
Stalins,Italians,1
Stalins,Hitler,3
Stalins,a few thousand,1
Stalins,Luftwaffe,1
Stalins,Erwin Rommel,1
Stalins,65,1
Stalins,Rommel,3
Stalins,Tobruk,1
Stalins,Egypt,1
Stalins,the Soviet Union,1
Stalins,the Middle East,1
Stalins,Iraq,1
Stalins,Persia,1
Stalins,presentday,1
Stalins,Iran,1
Stalins,6667,1
Stalins,the spring of 1942,1
Stalins,Caucacus,1
Stalins,Stalingrad,1
Germans,63 Throughout 1941,1
Germans,3,1
Germans,Army Group A Army Group B and Army Group C,1
Germans,Ukraine,1
Germans,Belarus,1
Germans,Leningrad,1
Germans,Saint Petersburg,1
Germans,15 miles,1
Germans,Moscow,4
Germans,Georgy Zhukov,1
Germans,64,2
Germans,Mussolini,2
Germans,North Africa,3
Germans,Italiancontrolled,2
Germans,Libya,4
Germans,Britishcontrolled Egypt,2
Germans,Italians,2
Germans,a few thousand,2
Germans,Erwin Rommel,2
Germans,65,2
Germans,Rommel,7
Germans,Tobruk,2
Germans,Egypt,2
Germans,the Middle East,2
Germans,Iraq,2
Germans,Persia,2
Germans,presentday,2
Germans,Iran,2
Germans,6667,2
Germans,the spring of 1942,2
Germans,Caucacus,2
Germans,Stalingrad,3
63 Throughout 1941,German,2
63 Throughout 1941,3,1
63 Throughout 1941,Army Group A Army Group B and Army Group C,1
63 Throughout 1941,Ukraine,1
63 Throughout 1941,Belarus,1
63 Throughout 1941,Leningrad,1
63 Throughout 1941,Saint Petersburg,1
63 Throughout 1941,15 miles,1
63 Throughout 1941,Moscow,3
63 Throughout 1941,Soviet,1
63 Throughout 1941,Stalin,1
63 Throughout 1941,Georgy Zhukov,1
63 Throughout 1941,Germans,1
63 Throughout 1941,64,1
63 Throughout 1941,Mussolini,1
63 Throughout 1941,North Africa,1
63 Throughout 1941,Italiancontrolled,1
63 Throughout 1941,Libya,2
63 Throughout 1941,Britishcontrolled Egypt,1
63 Throughout 1941,British,2
63 Throughout 1941,Italians,1
63 Throughout 1941,Hitler,3
63 Throughout 1941,a few thousand,1
63 Throughout 1941,Luftwaffe,1
63 Throughout 1941,Erwin Rommel,1
63 Throughout 1941,65,1
63 Throughout 1941,Rommel,3
63 Throughout 1941,Tobruk,1
63 Throughout 1941,Egypt,1
63 Throughout 1941,the Soviet Union,1
63 Throughout 1941,the Middle East,1
63 Throughout 1941,Iraq,1
63 Throughout 1941,Persia,1
63 Throughout 1941,presentday,1
63 Throughout 1941,Iran,1
63 Throughout 1941,6667,1
63 Throughout 1941,the spring of 1942,1
63 Throughout 1941,Caucacus,1
63 Throughout 1941,Stalingrad,1
3,Army Group A Army Group B and Army Group C,1
3,Ukraine,1
3,Belarus,1
3,Leningrad,1
3,Saint Petersburg,1
3,15 miles,1
3,Moscow,3
3,Soviet,1
3,German,1
3,Stalin,1
3,Georgy Zhukov,1
3,Germans,1
3,64,1
3,Mussolini,1
3,North Africa,1
3,Italiancontrolled,1
3,Libya,2
3,Britishcontrolled Egypt,1
3,British,2
3,Italians,1
3,Hitler,3
3,a few thousand,1
3,Luftwaffe,1
3,Erwin Rommel,1
3,65,1
3,Rommel,3
3,Tobruk,1
3,Egypt,1
3,the Soviet Union,1
3,the Middle East,1
3,Iraq,1
3,Persia,1
3,presentday,1
3,Iran,1
3,6667,1
3,the spring of 1942,1
3,Caucacus,1
3,Stalingrad,1
Army Group A Army Group B and Army Group C,Ukraine,1
Army Group A Army Group B and Army Group C,Belarus,1
Army Group A Army Group B and Army Group C,Leningrad,1
Army Group A Army Group B and Army Group C,Saint Petersburg,1
Army Group A Army Group B and Army Group C,15 miles,1
Army Group A Army Group B and Army Group C,Moscow,3
Army Group A Army Group B and Army Group C,Soviet,1
Army Group A Army Group B and Army Group C,German,1
Army Group A Army Group B and Army Group C,Stalin,1
Army Group A Army Group B and Army Group C,Georgy Zhukov,1
Army Group A Army Group B and Army Group C,Germans,1
Army Group A Army Group B and Army Group C,64,1
Army Group A Army Group B and Army Group C,Mussolini,1
Army Group A Army Group B and Army Group C,North Africa,1
Army Group A Army Group B and Army Group C,Italiancontrolled,1
Army Group A Army Group B and Army Group C,Libya,2
Army Group A Army Group B and Army Group C,Britishcontrolled Egypt,1
Army Group A Army Group B and Army Group C,British,2
Army Group A Army Group B and Army Group C,Italians,1
Army Group A Army Group B and Army Group C,Hitler,3
Army Group A Army Group B and Army Group C,a few thousand,1
Army Group A Army Group B and Army Group C,Luftwaffe,1
Army Group A Army Group B and Army Group C,Erwin Rommel,1
Army Group A Army Group B and Army Group C,65,1
Army Group A Army Group B and Army Group C,Rommel,3
Army Group A Army Group B and Army Group C,Tobruk,1
Army Group A Army Group B and Army Group C,Egypt,1
Army Group A Army Group B and Army Group C,the Soviet Union,1
Army Group A Army Group B and Army Group C,the Middle East,1
Army Group A Army Group B and Army Group C,Iraq,1
Army Group A Army Group B and Army Group C,Persia,1
Army Group A Army Group B and Army Group C,presentday,1
Army Group A Army Group B and Army Group C,Iran,1
Army Group A Army Group B and Army Group C,6667,1
Army Group A Army Group B and Army Group C,the spring of 1942,1
Army Group A Army Group B and Army Group C,Caucacus,1
Army Group A Army Group B and Army Group C,Stalingrad,1
Ukraine,Belarus,1
Ukraine,Leningrad,1
Ukraine,Saint Petersburg,1
Ukraine,15 miles,1
Ukraine,Moscow,3
Ukraine,Soviet,1
Ukraine,German,1
Ukraine,Stalin,1
Ukraine,Georgy Zhukov,1
Ukraine,Germans,1
Ukraine,64,1
Ukraine,Mussolini,1
Ukraine,North Africa,1
Ukraine,Italiancontrolled,1
Ukraine,Libya,2
Ukraine,Britishcontrolled Egypt,1
Ukraine,British,2
Ukraine,Italians,1
Ukraine,Hitler,3
Ukraine,a few thousand,1
Ukraine,Luftwaffe,1
Ukraine,Erwin Rommel,1
Ukraine,65,1
Ukraine,Rommel,3
Ukraine,Tobruk,1
Ukraine,Egypt,1
Ukraine,the Soviet Union,1
Ukraine,the Middle East,1
Ukraine,Iraq,1
Ukraine,Persia,1
Ukraine,presentday,1
Ukraine,Iran,1
Ukraine,6667,1
Ukraine,the spring of 1942,1
Ukraine,Caucacus,1
Ukraine,Stalingrad,1
Belarus,Leningrad,1
Belarus,Saint Petersburg,1
Belarus,15 miles,1
Belarus,Moscow,3
Belarus,Soviet,1
Belarus,German,1
Belarus,Stalin,1
Belarus,Georgy Zhukov,1
Belarus,Germans,1
Belarus,64,1
Belarus,Mussolini,1
Belarus,North Africa,1
Belarus,Italiancontrolled,1
Belarus,Libya,2
Belarus,Britishcontrolled Egypt,1
Belarus,British,2
Belarus,Italians,1
Belarus,Hitler,3
Belarus,a few thousand,1
Belarus,Luftwaffe,1
Belarus,Erwin Rommel,1
Belarus,65,1
Belarus,Rommel,3
Belarus,Tobruk,1
Belarus,Egypt,1
Belarus,the Soviet Union,1
Belarus,the Middle East,1
Belarus,Iraq,1
Belarus,Persia,1
Belarus,presentday,1
Belarus,Iran,1
Belarus,6667,1
Belarus,the spring of 1942,1
Belarus,Caucacus,1
Belarus,Stalingrad,1
Leningrad,Saint Petersburg,1
Leningrad,15 miles,1
Leningrad,Moscow,3
Leningrad,Soviet,1
Leningrad,German,1
Leningrad,Stalin,1
Leningrad,Georgy Zhukov,1
Leningrad,Germans,1
Leningrad,64,1
Leningrad,Mussolini,1
Leningrad,North Africa,1
Leningrad,Italiancontrolled,1
Leningrad,Libya,2
Leningrad,Britishcontrolled Egypt,1
Leningrad,British,2
Leningrad,Italians,1
Leningrad,Hitler,3
Leningrad,a few thousand,1
Leningrad,Luftwaffe,1
Leningrad,Erwin Rommel,1
Leningrad,65,1
Leningrad,Rommel,3
Leningrad,Tobruk,1
Leningrad,Egypt,1
Leningrad,the Soviet Union,1
Leningrad,the Middle East,1
Leningrad,Iraq,1
Leningrad,Persia,1
Leningrad,presentday,1
Leningrad,Iran,1
Leningrad,6667,1
Leningrad,the spring of 1942,1
Leningrad,Caucacus,1
Leningrad,Stalingrad,1
Saint Petersburg,15 miles,1
Saint Petersburg,Moscow,3
Saint Petersburg,Soviet,1
Saint Petersburg,German,1
Saint Petersburg,Stalin,1
Saint Petersburg,Georgy Zhukov,1
Saint Petersburg,Germans,1
Saint Petersburg,64,1
Saint Petersburg,Mussolini,1
Saint Petersburg,North Africa,1
Saint Petersburg,Italiancontrolled,1
Saint Petersburg,Libya,2
Saint Petersburg,Britishcontrolled Egypt,1
Saint Petersburg,British,2
Saint Petersburg,Italians,1
Saint Petersburg,Hitler,3
Saint Petersburg,a few thousand,1
Saint Petersburg,Luftwaffe,1
Saint Petersburg,Erwin Rommel,1
Saint Petersburg,65,1
Saint Petersburg,Rommel,3
Saint Petersburg,Tobruk,1
Saint Petersburg,Egypt,1
Saint Petersburg,the Soviet Union,1
Saint Petersburg,the Middle East,1
Saint Petersburg,Iraq,1
Saint Petersburg,Persia,1
Saint Petersburg,presentday,1
Saint Petersburg,Iran,1
Saint Petersburg,6667,1
Saint Petersburg,the spring of 1942,1
Saint Petersburg,Caucacus,1
Saint Petersburg,Stalingrad,1
15 miles,Moscow,3
15 miles,Soviet,1
15 miles,German,1
15 miles,Stalin,1
15 miles,Georgy Zhukov,1
15 miles,Germans,1
15 miles,64,1
15 miles,Mussolini,1
15 miles,North Africa,1
15 miles,Italiancontrolled,1
15 miles,Libya,2
15 miles,Britishcontrolled Egypt,1
15 miles,British,2
15 miles,Italians,1
15 miles,Hitler,3
15 miles,a few thousand,1
15 miles,Luftwaffe,1
15 miles,Erwin Rommel,1
15 miles,65,1
15 miles,Rommel,3
15 miles,Tobruk,1
15 miles,Egypt,1
15 miles,the Soviet Union,1
15 miles,the Middle East,1
15 miles,Iraq,1
15 miles,Persia,1
15 miles,presentday,1
15 miles,Iran,1
15 miles,6667,1
15 miles,the spring of 1942,1
15 miles,Caucacus,1
15 miles,Stalingrad,1
Moscow,Moscow,3
Moscow,Georgy Zhukov,2
Moscow,64,3
Moscow,Mussolini,3
Moscow,North Africa,3
Moscow,Italiancontrolled,3
Moscow,Libya,6
Moscow,Britishcontrolled Egypt,3
Moscow,British,6
Moscow,Italians,3
Moscow,a few thousand,3
Moscow,Luftwaffe,3
Moscow,Erwin Rommel,3
Moscow,65,3
Moscow,Rommel,9
Moscow,Tobruk,3
Moscow,Egypt,3
Moscow,the Middle East,3
Moscow,Iraq,3
Moscow,Persia,3
Moscow,presentday,3
Moscow,Iran,3
Moscow,6667,3
Moscow,the spring of 1942,3
Moscow,Caucacus,3
Moscow,Stalingrad,3
Georgy Zhukov,Germans,1
Georgy Zhukov,Moscow,1
Georgy Zhukov,64,1
Georgy Zhukov,Mussolini,1
Georgy Zhukov,North Africa,1
Georgy Zhukov,Italiancontrolled,1
Georgy Zhukov,Libya,2
Georgy Zhukov,Britishcontrolled Egypt,1
Georgy Zhukov,British,2
Georgy Zhukov,Italians,1
Georgy Zhukov,Hitler,3
Georgy Zhukov,a few thousand,1
Georgy Zhukov,Luftwaffe,1
Georgy Zhukov,Erwin Rommel,1
Georgy Zhukov,65,1
Georgy Zhukov,Rommel,3
Georgy Zhukov,Tobruk,1
Georgy Zhukov,Egypt,1
Georgy Zhukov,the Soviet Union,1
Georgy Zhukov,the Middle East,1
Georgy Zhukov,Iraq,1
Georgy Zhukov,Persia,1
Georgy Zhukov,presentday,1
Georgy Zhukov,Iran,1
Georgy Zhukov,6667,1
Georgy Zhukov,the spring of 1942,1
Georgy Zhukov,Caucacus,1
Georgy Zhukov,Stalingrad,1
64,Mussolini,1
64,North Africa,1
64,Italiancontrolled,1
64,Libya,2
64,Britishcontrolled Egypt,1
64,British,2
64,Italians,1
64,Hitler,3
64,a few thousand,1
64,Luftwaffe,1
64,Erwin Rommel,1
64,65,1
64,Rommel,3
64,Tobruk,1
64,Egypt,1
64,the Soviet Union,1
64,the Middle East,1
64,Iraq,1
64,Persia,1
64,presentday,1
64,Iran,1
64,6667,1
64,the spring of 1942,1
64,Caucacus,1
64,Stalingrad,1
Mussolini,North Africa,1
Mussolini,Italiancontrolled,1
Mussolini,Libya,2
Mussolini,Britishcontrolled Egypt,1
Mussolini,British,3
Mussolini,Italians,3
Mussolini,Hitler,3
Mussolini,a few thousand,1
Mussolini,Luftwaffe,1
Mussolini,Erwin Rommel,1
Mussolini,65,1
Mussolini,Rommel,3
Mussolini,Tobruk,1
Mussolini,Egypt,1
Mussolini,the Soviet Union,1
Mussolini,the Middle East,1
Mussolini,Iraq,1
Mussolini,Persia,1
Mussolini,presentday,1
Mussolini,Iran,1
Mussolini,6667,1
Mussolini,the spring of 1942,1
Mussolini,Caucacus,1
Mussolini,Stalingrad,1
North Africa,Italiancontrolled,1
North Africa,Libya,2
North Africa,Britishcontrolled Egypt,1
North Africa,British,3
North Africa,Italians,1
North Africa,Hitler,4
North Africa,a few thousand,1
North Africa,Luftwaffe,1
North Africa,Erwin Rommel,1
North Africa,65,1
North Africa,Rommel,3
North Africa,Tobruk,1
North Africa,Egypt,1
North Africa,the Soviet Union,1
North Africa,the Middle East,1
North Africa,Iraq,1
North Africa,Persia,1
North Africa,presentday,1
North Africa,Iran,1
North Africa,6667,1
North Africa,the spring of 1942,1
North Africa,Caucacus,1
North Africa,Stalingrad,1
Italiancontrolled,Libya,2
Italiancontrolled,Britishcontrolled Egypt,1
Italiancontrolled,British,2
Italiancontrolled,Italians,1
Italiancontrolled,Hitler,3
Italiancontrolled,a few thousand,1
Italiancontrolled,Luftwaffe,1
Italiancontrolled,Erwin Rommel,1
Italiancontrolled,65,1
Italiancontrolled,Rommel,3
Italiancontrolled,Tobruk,1
Italiancontrolled,Egypt,1
Italiancontrolled,the Soviet Union,1
Italiancontrolled,the Middle East,1
Italiancontrolled,Iraq,1
Italiancontrolled,Persia,1
Italiancontrolled,presentday,1
Italiancontrolled,Iran,1
Italiancontrolled,6667,1
Italiancontrolled,the spring of 1942,1
Italiancontrolled,Caucacus,1
Italiancontrolled,Stalingrad,1
Libya,Britishcontrolled Egypt,1
Libya,British,3
Libya,Italians,1
Libya,Libya,1
Libya,Hitler,6
Libya,a few thousand,2
Libya,Luftwaffe,2
Libya,Erwin Rommel,2
Libya,65,2
Libya,Rommel,6
Libya,Tobruk,2
Libya,Egypt,2
Libya,the Soviet Union,2
Libya,the Middle East,2
Libya,Iraq,2
Libya,Persia,2
Libya,presentday,2
Libya,Iran,3
Libya,6667,2
Libya,the spring of 1942,2
Libya,Caucacus,2
Libya,Stalingrad,2
Britishcontrolled Egypt,British,2
Britishcontrolled Egypt,Italians,1
Britishcontrolled Egypt,Libya,1
Britishcontrolled Egypt,Hitler,3
Britishcontrolled Egypt,a few thousand,1
Britishcontrolled Egypt,Luftwaffe,1
Britishcontrolled Egypt,Erwin Rommel,1
Britishcontrolled Egypt,65,1
Britishcontrolled Egypt,Rommel,3
Britishcontrolled Egypt,Tobruk,1
Britishcontrolled Egypt,Egypt,1
Britishcontrolled Egypt,the Soviet Union,1
Britishcontrolled Egypt,the Middle East,1
Britishcontrolled Egypt,Iraq,1
Britishcontrolled Egypt,Persia,1
Britishcontrolled Egypt,presentday,1
Britishcontrolled Egypt,Iran,1
Britishcontrolled Egypt,6667,1
Britishcontrolled Egypt,the spring of 1942,1
Britishcontrolled Egypt,Caucacus,1
Britishcontrolled Egypt,Stalingrad,1
British,Italians,1
British,Libya,1
British,a few thousand,1
British,Erwin Rommel,1
British,65,1
British,Rommel,6
British,Tobruk,2
British,Egypt,2
British,the Middle East,2
British,Iraq,2
British,Persia,2
British,presentday,2
British,Iran,2
British,6667,2
British,the spring of 1942,2
British,Caucacus,2
British,Stalingrad,2
Italians,Libya,1
Italians,Hitler,3
Italians,a few thousand,1
Italians,Luftwaffe,1
Italians,Erwin Rommel,1
Italians,65,1
Italians,Rommel,3
Italians,British,1
Italians,Tobruk,1
Italians,Egypt,1
Italians,the Soviet Union,1
Italians,the Middle East,1
Italians,Iraq,1
Italians,Persia,1
Italians,presentday,1
Italians,Iran,1
Italians,6667,1
Italians,the spring of 1942,1
Italians,Caucacus,1
Italians,Stalingrad,1
a few thousand,Luftwaffe,1
a few thousand,Erwin Rommel,1
a few thousand,65,1
a few thousand,Rommel,3
a few thousand,British,1
a few thousand,Tobruk,1
a few thousand,Egypt,1
a few thousand,Hitler,2
a few thousand,the Soviet Union,1
a few thousand,the Middle East,1
a few thousand,Iraq,1
a few thousand,Persia,1
a few thousand,presentday,1
a few thousand,Iran,1
a few thousand,6667,1
a few thousand,the spring of 1942,1
a few thousand,Caucacus,1
a few thousand,Stalingrad,1
Luftwaffe,Erwin Rommel,1
Luftwaffe,65,1
Luftwaffe,Rommel,3
Luftwaffe,Tobruk,1
Luftwaffe,Egypt,1
Luftwaffe,the Soviet Union,1
Luftwaffe,the Middle East,1
Luftwaffe,Iraq,1
Luftwaffe,Persia,1
Luftwaffe,presentday,1
Luftwaffe,Iran,1
Luftwaffe,6667,1
Luftwaffe,the spring of 1942,1
Luftwaffe,Caucacus,1
Luftwaffe,Stalingrad,2
Erwin Rommel,65,1
Erwin Rommel,Rommel,3
Erwin Rommel,British,1
Erwin Rommel,Tobruk,1
Erwin Rommel,Egypt,1
Erwin Rommel,Hitler,2
Erwin Rommel,the Soviet Union,1
Erwin Rommel,the Middle East,1
Erwin Rommel,Iraq,1
Erwin Rommel,Persia,1
Erwin Rommel,presentday,1
Erwin Rommel,Iran,1
Erwin Rommel,6667,1
Erwin Rommel,the spring of 1942,1
Erwin Rommel,Caucacus,1
Erwin Rommel,Stalingrad,1
65,Rommel,3
65,British,1
65,Tobruk,1
65,Egypt,1
65,Hitler,2
65,the Soviet Union,1
65,the Middle East,1
65,Iraq,1
65,Persia,1
65,presentday,1
65,Iran,1
65,6667,1
65,the spring of 1942,1
65,Caucacus,1
65,Stalingrad,1
Rommel,British,1
Rommel,Tobruk,1
Rommel,Egypt,1
Rommel,Hitler,5
Rommel,the Soviet Union,1
Rommel,Rommel,3
Rommel,the Middle East,3
Rommel,Iraq,3
Rommel,Persia,3
Rommel,presentday,3
Rommel,Iran,3
Rommel,6667,3
Rommel,the spring of 1942,3
Rommel,Caucacus,3
Rommel,Stalingrad,3
Tobruk,Egypt,1
Tobruk,Hitler,2
Tobruk,the Soviet Union,1
Tobruk,Rommel,2
Tobruk,the Middle East,1
Tobruk,Iraq,1
Tobruk,Persia,1
Tobruk,presentday,1
Tobruk,Iran,1
Tobruk,6667,1
Tobruk,the spring of 1942,1
Tobruk,Caucacus,1
Tobruk,Stalingrad,1
Egypt,Hitler,2
Egypt,the Soviet Union,1
Egypt,Rommel,2
Egypt,the Middle East,1
Egypt,Iraq,1
Egypt,Persia,1
Egypt,presentday,1
Egypt,Iran,1
Egypt,6667,1
Egypt,the spring of 1942,1
Egypt,Caucacus,1
Egypt,Stalingrad,1
the Middle East,Iraq,1
the Middle East,Persia,1
the Middle East,presentday,1
the Middle East,Iran,1
the Middle East,6667,1
the Middle East,Hitler,1
the Middle East,the spring of 1942,1
the Middle East,Caucacus,1
the Middle East,Stalingrad,2
Iraq,Persia,1
Iraq,presentday,1
Iraq,Iran,1
Iraq,6667,1
Iraq,Hitler,1
Iraq,the spring of 1942,1
Iraq,Caucacus,1
Iraq,Stalingrad,1
Persia,presentday,1
Persia,Iran,1
Persia,6667,1
Persia,Hitler,1
Persia,the spring of 1942,1
Persia,Caucacus,1
Persia,Stalingrad,1
presentday,Iran,1
presentday,6667,1
presentday,Hitler,1
presentday,the spring of 1942,1
presentday,Caucacus,1
presentday,Stalingrad,1
Iran,6667,1
Iran,Hitler,1
Iran,the spring of 1942,1
Iran,Caucacus,1
Iran,Stalingrad,1
6667,Hitler,1
6667,the spring of 1942,1
6667,Caucacus,1
6667,Stalingrad,1
the spring of 1942,Caucacus,1
the spring of 1942,Stalingrad,1
Caucacus,Stalingrad,1
6th,Army,3
6th,German,3
6th,"Stalingrad
Hitler",1
6th,6th,1
6th,Hermann Gring,2
6th,Hitler,2
6th,Luftwaffe,2
6th,the 6th Army,2
6th,6th Army,2
6th,Germans,2
6th,Stalingrad,2
6th,68,2
Army,German,3
Army,"Stalingrad
Hitler",1
Army,6th,1
Army,Army,1
Army,Hermann Gring,2
Army,Hitler,2
Army,Luftwaffe,2
Army,the 6th Army,2
Army,6th Army,2
Army,Germans,2
Army,Stalingrad,2
Army,68,2
German,"Stalingrad
Hitler",1
German,6th,1
German,Army,1
German,the 6th Army,2
German,6th Army,2
German,68,2
"Stalingrad
Hitler",6th,1
"Stalingrad
Hitler",Army,1
"Stalingrad
Hitler",German,1
"Stalingrad
Hitler",Hermann Gring,1
"Stalingrad
Hitler",Hitler,1
"Stalingrad
Hitler",Luftwaffe,1
"Stalingrad
Hitler",the 6th Army,1
"Stalingrad
Hitler",6th Army,1
"Stalingrad
Hitler",Germans,1
"Stalingrad
Hitler",Stalingrad,1
"Stalingrad
Hitler",68,1
Hermann Gring,the 6th Army,1
Hermann Gring,6th Army,1
Hermann Gring,Germans,1
Hermann Gring,Stalingrad,1
Hermann Gring,68,1
Hitler,the 6th Army,1
Hitler,6th Army,1
Hitler,68,1
Luftwaffe,the 6th Army,1
Luftwaffe,6th Army,1
Luftwaffe,68,1
the 6th Army,6th Army,1
the 6th Army,Germans,1
the 6th Army,Stalingrad,1
the 6th Army,68,1
6th Army,Germans,1
6th Army,Stalingrad,1
6th Army,68,1
Germans,68,1
Stalingrad,68,1
Japanese,the United States,6
Japanese,Pearl Harbor,3
Japanese,Hawaii,1
Japanese,December 7 1941,2
Japanese,Americans,2
Japanese,German,2
Japanese,US,3
Japanese,Japan,22
Japanese,the Tripartite Pact,1
Japanese,Germany,3
Japanese,However Hitler,1
